row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,city,state,postal_code,region,category,sub_category,product_id,product_name,quantity,discount,unit_price,sales,profit
1100,ORD-01366,2023-03-31,2023-04-06,Standard Class,CUS-0091,Customer 91,Consumer,Atlanta,GA,30301,South,Office Supplies,Paper,PRD-6104,A4 Copy Paper 500sh,1,0.4,7.26,4.36,-0.13
751,ORD-01250,2021-04-28,2021-04-28,Same Day,CUS-0313,Customer 313,Corporate,Las Vegas,NV,89101,West,Office Supplies,Storage,PRD-5940,Plastic Storage Bin Set,2,0,37.59,75.18,16.41
1672,ORD-01557,2022-09-19,2022-09-19,Same Day,CUS-0032,Customer 32,Consumer,Los Angeles,CA,90001,West,Furniture,Tables,PRD-1817,L-Shape Office Desk,3,0.5,349.95,524.92,21.83
207,ORD-01069,2023-09-11,2023-09-15,Standard Class,CUS-0151,Customer 151,Corporate,Washington,DC,20001,East,Technology,Copiers,PRD-5522,Canon ImageRUNNER 2425,1,0.2,1840.22,1472.18,459.41
1767,ORD-01589,2022-07-20,2022-07-26,Standard Class,CUS-0233,Customer 233,Consumer,Chicago,IL,60601,Central,Office Supplies,Fasteners,PRD-7306,Stapler Heavy Duty,1,0.1,23.83,21.45,4.02
1188,ORD-01396,2023-04-02,2023-04-04,Second Class,CUS-0165,Customer 165,Consumer,Portland,OR,97201,West,Office Supplies,Envelopes,PRD-6228,Manila Envelope 50pk,2,0,8.7,17.4,1.44
1083,ORD-01361,2023-07-21,2023-07-28,Standard Class,CUS-0373,Customer 373,Consumer,Las Vegas,NV,89101,West,Technology,Phones,PRD-4868,Oppo Reno 8,1,0.4,243.05,145.83,-8.06
1039,ORD-01346,2022-08-31,2022-09-06,Standard Class,CUS-0005,Customer 5,Consumer,New York,NY,10001,East,Office Supplies,Paper,PRD-0896,Premium Photo Paper 50sh,2,0.1,15.07,27.13,4.84
231,ORD-01077,2022-12-04,2022-12-11,Standard Class,CUS-0098,Customer 98,Consumer,Houston,TX,77001,Central,Office Supplies,Paper,PRD-0896,Premium Photo Paper 50sh,4,0.5,15.02,30.04,-4.02
256,ORD-01085,2021-01-24,2021-01-26,Second Class,CUS-0028,Customer 28,Consumer,Las Vegas,NV,89101,West,Furniture,Furnishings,PRD-8417,Cable Management Kit,1,0.2,30.07,24.06,3.15
1231,ORD-01410,2022-01-23,2022-01-27,Second Class,CUS-0393,Customer 393,Consumer,New Orleans,LA,70101,South,Technology,Phones,PRD-4957,iPhone 14 128GB,5,0,755.25,3776.25,485.63
1406,ORD-01468,2023-03-25,2023-03-29,Standard Class,CUS-0123,Customer 123,Consumer,Detroit,MI,48201,Central,Office Supplies,Envelopes,PRD-8641,Padded Mailer 25pk,4,0.2,18.13,58.02,6.8
230,ORD-01076,2021-02-22,2021-02-25,Second Class,CUS-0370,Customer 370,Consumer,Minneapolis,MN,55401,Central,Technology,Machines,PRD-7964,Lenovo ThinkPad E15,1,0.4,899.44,539.66,-80.34
886,ORD-01295,2022-02-22,2022-02-26,Standard Class,CUS-0166,Customer 166,Corporate,Chicago,IL,60601,Central,Furniture,Tables,PRD-4568,Standing Desk Adjustable,2,0,460.63,921.26,-46.57
541,ORD-01180,2022-01-28,2022-01-28,Same Day,CUS-0112,Customer 112,Home Office,San Francisco,CA,94101,West,Office Supplies,Fasteners,PRD-7306,Stapler Heavy Duty,1,0,27.37,27.37,7.79
2300,ORD-01766,2021-04-05,2021-04-06,First Class,CUS-0379,Customer 379,Consumer,Las Vegas,NV,89101,West,Office Supplies,Art,PRD-1820,Sketch Pad A3,1,0,17.3,17.3,1.8
1960,ORD-01653,2022-09-07,2022-09-09,Second Class,CUS-0309,Customer 309,Consumer,Houston,TX,77001,Central,Office Supplies,Paper,PRD-6104,A4 Copy Paper 500sh,1,0.1,6.68,6.01,1.05
2266,ORD-01755,2022-04-24,2022-05-01,Standard Class,CUS-0225,Customer 225,Consumer,Boston,MA,02101,East,Office Supplies,Envelopes,PRD-4017,Security Envelope 100pk,1,0.4,13.18,7.91,-1.1
1865,ORD-01621,2021-05-03,2021-05-10,Standard Class,CUS-0032,Customer 32,Consumer,Los Angeles,CA,90001,West,Technology,Machines,PRD-7964,Lenovo ThinkPad E15,4,0,999.78,3999.12,421.4
110,ORD-01036,2023-03-24,2023-03-31,Standard Class,CUS-0137,Customer 137,Corporate,Boston,MA,02101,East,Furniture,Tables,PRD-7760,Conference Table 2m,3,0,652.8,1958.4,-120.17
880,ORD-01293,2022-03-10,2022-03-17,Standard Class,CUS-0216,Customer 216,Consumer,San Francisco,CA,94101,West,Furniture,Chairs,PRD-4686,Ergonomic Mesh Chair,5,0.1,235.68,1060.56,136.27
167,ORD-01055,2023-07-18,2023-07-20,Second Class,CUS-0060,Customer 60,Consumer,Portland,OR,97201,West,Technology,Accessories,PRD-8988,Logitech MX Master 3,1,0,80.33,80.33,26.73
888,ORD-01296,2022-09-01,2022-09-06,Standard Class,CUS-0114,Customer 114,Home Office,Miami,FL,33101,East,Office Supplies,Envelopes,PRD-8641,Padded Mailer 25pk,2,0.1,18.97,34.15,4.18
884,ORD-01294,2023-05-29,2023-06-05,Standard Class,CUS-0296,Customer 296,Home Office,New York,NY,10001,East,Office Supplies,Binders,PRD-6126,Presentation Binder,2,0.2,12.97,20.75,3.93
2067,ORD-01689,2023-03-28,2023-04-01,Standard Class,CUS-0323,Customer 323,Consumer,New York,NY,10001,East,Office Supplies,Binders,PRD-3805,View Binder with Windows,2,0,13.58,27.16,5.76
1415,ORD-01471,2021-03-03,2021-03-10,Standard Class,CUS-0180,Customer 180,Consumer,New York,NY,10001,East,Office Supplies,Labels,PRD-9649,Address Labels 750pk,3,0.2,12.74,30.58,6.31
1225,ORD-01408,2022-07-13,2022-07-17,Standard Class,CUS-0378,Customer 378,Consumer,Las Vegas,NV,89101,West,Furniture,Furnishings,PRD-8417,Cable Management Kit,4,0.2,26.76,85.63,15.73
780,ORD-01260,2022-10-03,2022-10-03,Same Day,CUS-0252,Customer 252,Corporate,Boston,MA,02101,East,Furniture,Tables,PRD-4568,Standing Desk Adjustable,1,0,464.64,464.64,-4.67
667,ORD-01222,2022-06-02,2022-06-05,Second Class,CUS-0273,Customer 273,Consumer,Boston,MA,02101,East,Technology,Machines,PRD-1881,HP ProBook 440 G9,2,0.1,807.0,1452.6,246.46
1398,ORD-01466,2022-01-18,2022-01-20,First Class,CUS-0200,Customer 200,Corporate,Seattle,WA,98101,West,Furniture,Furnishings,PRD-1284,Desk Organizer Bamboo,2,0.1,40.76,73.37,11.22
720,ORD-01240,2021-07-17,2021-07-21,Second Class,CUS-0113,Customer 113,Corporate,Miami,FL,33101,East,Technology,Accessories,PRD-8988,Logitech MX Master 3,1,0.1,87.5,78.75,20.61
1385,ORD-01461,2021-11-29,2021-11-30,First Class,CUS-0125,Customer 125,Consumer,Miami,FL,33101,East,Office Supplies,Storage,PRD-5940,Plastic Storage Bin Set,2,0.2,34.34,54.94,7.12
591,ORD-01197,2022-06-25,2022-07-02,Standard Class,CUS-0135,Customer 135,Corporate,Chicago,IL,60601,Central,Office Supplies,Art,PRD-1820,Sketch Pad A3,3,0,19.78,59.34,5.77
771,ORD-01257,2021-04-26,2021-05-03,Standard Class,CUS-0087,Customer 87,Consumer,Minneapolis,MN,55401,Central,Technology,Phones,PRD-9624,Samsung Galaxy A54,2,0.4,350.74,420.89,-48.48
1700,ORD-01566,2023-02-04,2023-02-08,Standard Class,CUS-0278,Customer 278,Consumer,San Francisco,CA,94101,West,Technology,Copiers,PRD-3378,Brother MFC-L2750DW,3,0,318.77,956.31,206.11
703,ORD-01234,2022-11-08,2022-11-12,Second Class,CUS-0079,Customer 79,Consumer,Memphis,TN,38101,South,Furniture,Furnishings,PRD-8417,Cable Management Kit,1,0.3,26.34,18.44,0.64
1873,ORD-01624,2021-11-05,2021-11-12,Standard Class,CUS-0009,Customer 9,Corporate,Philadelphia,PA,19101,East,Furniture,Tables,PRD-5524,Folding Table Portable,1,0.1,86.27,77.64,-5.35
104,ORD-01034,2022-03-30,2022-04-01,Second Class,CUS-0024,Customer 24,Consumer,Seattle,WA,98101,West,Technology,Machines,PRD-7964,Lenovo ThinkPad E15,1,0.2,856.04,684.83,100.89
1741,ORD-01580,2021-12-20,2021-12-26,Standard Class,CUS-0246,Customer 246,Corporate,Philadelphia,PA,19101,East,Office Supplies,Paper,PRD-6104,A4 Copy Paper 500sh,1,0.2,7.69,6.15,1.06
1341,ORD-01447,2022-01-21,2022-01-23,Second Class,CUS-0218,Customer 218,Corporate,Miami,FL,33101,East,Office Supplies,Paper,PRD-0896,Premium Photo Paper 50sh,3,0.3,14.07,29.55,2.95
1631,ORD-01543,2021-09-14,2021-09-19,Standard Class,CUS-0141,Customer 141,Consumer,Las Vegas,NV,89101,West,Technology,Machines,PRD-1881,HP ProBook 440 G9,1,0,810.68,810.68,147.17
44,ORD-01014,2023-01-22,2023-01-28,Standard Class,CUS-0272,Customer 272,Corporate,Chicago,IL,60601,Central,Technology,Phones,PRD-9624,Samsung Galaxy A54,2,0.2,335.08,536.13,70.62
1248,ORD-01416,2023-07-04,2023-07-09,Standard Class,CUS-0162,Customer 162,Corporate,Philadelphia,PA,19101,East,Technology,Phones,PRD-4957,iPhone 14 128GB,1,0.2,842.53,674.02,136.31
2050,ORD-01683,2021-03-08,2021-03-11,Second Class,CUS-0289,Customer 289,Consumer,Miami,FL,33101,East,Technology,Accessories,PRD-3294,Webcam HD 1080p,2,0.3,56.27,78.78,3.04
941,ORD-01313,2023-06-14,2023-06-21,Standard Class,CUS-0193,Customer 193,Home Office,Los Angeles,CA,90001,West,Office Supplies,Fasteners,PRD-3891,Binder Clips Assorted,2,0.2,8.34,13.34,2.59
224,ORD-01074,2021-07-05,2021-07-12,Standard Class,CUS-0133,Customer 133,Corporate,Charlotte,NC,28201,South,Technology,Accessories,PRD-7137,USB Hub 7-Port,2,0.1,36.03,64.85,15.4
98,ORD-01032,2022-05-09,2022-05-11,First Class,CUS-0243,Customer 243,Consumer,Los Angeles,CA,90001,West,Office Supplies,Binders,PRD-6126,Presentation Binder,2,0.2,13.0,20.8,3.71
1079,ORD-01359,2021-11-26,2021-12-03,Standard Class,CUS-0007,Customer 7,Consumer,Boston,MA,02101,East,Office Supplies,Storage,PRD-5940,Plastic Storage Bin Set,2,0.2,36.08,57.73,7.2
410,ORD-01136,2021-12-02,2021-12-06,Standard Class,CUS-0365,Customer 365,Consumer,Charlotte,NC,28201,South,Office Supplies,Paper,PRD-0896,Premium Photo Paper 50sh,3,0.3,13.76,28.9,1.2
106,ORD-01035,2023-09-28,2023-10-02,Standard Class,CUS-0369,Customer 369,Corporate,Seattle,WA,98101,West,Furniture,Chairs,PRD-0063,Herman Miller Aeron,2,0.5,1358.2,1358.2,-95.32
633,ORD-01211,2022-05-10,2022-05-12,First Class,CUS-0133,Customer 133,Corporate,Charlotte,NC,28201,South,Office Supplies,Fasteners,PRD-7306,Stapler Heavy Duty,4,0.1,26.16,94.18,32.44
53,ORD-01017,2021-09-14,2021-09-18,Second Class,CUS-0141,Customer 141,Consumer,Las Vegas,NV,89101,West,Furniture,Tables,PRD-7760,Conference Table 2m,2,0.4,635.28,762.34,-30.56
1606,ORD-01535,2023-06-11,2023-06-17,Standard Class,CUS-0009,Customer 9,Corporate,Philadelphia,PA,19101,East,Furniture,Furnishings,PRD-1284,Desk Organizer Bamboo,1,0,36.13,36.13,4.69
2157,ORD-01719,2021-09-21,2021-09-24,Second Class,CUS-0213,Customer 213,Consumer,Detroit,MI,48201,Central,Office Supplies,Storage,PRD-7580,File Cabinet 4-Drawer,2,0,197.47,394.94,62.04
515,ORD-01171,2022-10-11,2022-10-17,Standard Class,CUS-0022,Customer 22,Consumer,Miami,FL,33101,East,Technology,Phones,PRD-1941,Xiaomi Redmi 12,1,0.2,202.69,162.15,20.96
116,ORD-01038,2021-06-05,2021-06-12,Standard Class,CUS-0119,Customer 119,Consumer,Chicago,IL,60601,Central,Office Supplies,Art,PRD-9676,Watercolor Set 24pcs,3,0.2,22.59,54.22,10.06
1602,ORD-01534,2022-04-16,2022-04-23,Standard Class,CUS-0284,Customer 284,Consumer,Detroit,MI,48201,Central,Technology,Phones,PRD-4868,Oppo Reno 8,2,0.3,228.43,319.8,35.91
1896,ORD-01632,2022-01-14,2022-01-15,First Class,CUS-0066,Customer 66,Consumer,Chicago,IL,60601,Central,Office Supplies,Envelopes,PRD-8641,Padded Mailer 25pk,3,0,17.05,51.15,8.52
1634,ORD-01544,2021-12-01,2021-12-03,First Class,CUS-0328,Customer 328,Corporate,Atlanta,GA,30301,South,Technology,Accessories,PRD-9020,Mechanical Keyboard TKL,4,0.1,75.16,270.58,70.27
2197,ORD-01732,2023-09-09,2023-09-14,Standard Class,CUS-0358,Customer 358,Home Office,Atlanta,GA,30301,South,Technology,Machines,PRD-7964,Lenovo ThinkPad E15,1,0.3,875.67,612.97,39.47
1537,ORD-01512,2023-06-23,2023-06-28,Standard Class,CUS-0356,Customer 356,Home Office,Chicago,IL,60601,Central,Technology,Machines,PRD-7964,Lenovo ThinkPad E15,1,0.5,899.85,449.93,-39.47
1964,ORD-01654,2021-02-18,2021-02-23,Standard Class,CUS-0133,Customer 133,Corporate,Charlotte,NC,28201,South,Furniture,Chairs,PRD-0063,Herman Miller Aeron,2,0.4,1308.55,1570.26,-30.04
1251,ORD-01417,2023-01-13,2023-01-14,First Class,CUS-0301,Customer 301,Consumer,Chicago,IL,60601,Central,Furniture,Chairs,PRD-4472,Gaming Chair Pro,2,0.1,337.69,607.84,96.28
2016,ORD-01672,2021-03-19,2021-03-22,Second Class,CUS-0300,Customer 300,Consumer,Houston,TX,77001,Central,Furniture,Furnishings,PRD-1284,Desk Organizer Bamboo,2,0.2,36.88,59.01,6.92
1527,ORD-01509,2023-06-16,2023-06-23,Standard Class,CUS-0311,Customer 311,Corporate,Philadelphia,PA,19101,East,Office Supplies,Binders,PRD-3805,View Binder with Windows,1,0.3,14.23,9.96,1.07
1345,ORD-01448,2022-07-22,2022-07-29,Standard Class,CUS-0299,Customer 299,Consumer,Dallas,TX,75201,Central,Technology,Phones,PRD-4868,Oppo Reno 8,2,0,251.28,502.56,96.53
272,ORD-01090,2021-03-08,2021-03-15,Standard Class,CUS-0105,Customer 105,Consumer,Philadelphia,PA,19101,East,Technology,Accessories,PRD-9020,Mechanical Keyboard TKL,3,0.1,68.22,184.19,41.21
429,ORD-01143,2022-09-12,2022-09-18,Standard Class,CUS-0269,Customer 269,Home Office,Atlanta,GA,30301,South,Office Supplies,Envelopes,PRD-6228,Manila Envelope 50pk,2,0,9.74,19.48,3.45
1784,ORD-01594,2021-09-05,2021-09-07,Second Class,CUS-0255,Customer 255,Corporate,Miami,FL,33101,East,Office Supplies,Binders,PRD-6126,Presentation Binder,1,0,10.89,10.89,2.04
270,ORD-01090,2023-05-05,2023-05-09,Second Class,CUS-0364,Customer 364,Consumer,Las Vegas,NV,89101,West,Technology,Machines,PRD-7823,Dell XPS 15 Laptop,1,0,1456.59,1456.59,160.18
1072,ORD-01357,2023-02-06,2023-02-11,Standard Class,CUS-0285,Customer 285,Consumer,Houston,TX,77001,Central,Technology,Machines,PRD-1881,HP ProBook 440 G9,3,0.2,809.14,1941.94,224.42
1869,ORD-01623,2022-04-04,2022-04-09,Standard Class,CUS-0375,Customer 375,Consumer,Chicago,IL,60601,Central,Furniture,Chairs,PRD-4472,Gaming Chair Pro,5,0,299.17,1495.85,254.56
902,ORD-01300,2022-10-21,2022-10-28,Standard Class,CUS-0291,Customer 291,Home Office,Portland,OR,97201,West,Technology,Accessories,PRD-7137,USB Hub 7-Port,1,0.4,32.22,19.33,-2.59
1609,ORD-01536,2023-05-22,2023-05-28,Standard Class,CUS-0213,Customer 213,Consumer,Detroit,MI,48201,Central,Furniture,Chairs,PRD-0063,Herman Miller Aeron,1,0.4,1366.14,819.68,-51.18
1246,ORD-01415,2023-09-24,2023-09-28,Standard Class,CUS-0391,Customer 391,Corporate,Miami,FL,33101,East,Office Supplies,Envelopes,PRD-6228,Manila Envelope 50pk,1,0,8.25,8.25,1.61
2057,ORD-01685,2021-03-08,2021-03-12,Standard Class,CUS-0122,Customer 122,Consumer,Charlotte,NC,28201,South,Furniture,Tables,PRD-7760,Conference Table 2m,1,0,659.4,659.4,-40.6
1190,ORD-01396,2022-06-27,2022-06-29,First Class,CUS-0104,Customer 104,Consumer,Boston,MA,02101,East,Technology,Machines,PRD-7964,Lenovo ThinkPad E15,5,0.1,966.88,4350.96,610.78
1796,ORD-01598,2021-01-31,2021-02-07,Standard Class,CUS-0342,Customer 342,Consumer,Los Angeles,CA,90001,West,Technology,Phones,PRD-4957,iPhone 14 128GB,5,0.4,749.97,2249.91,70.74
783,ORD-01261,2022-01-30,2022-02-03,Second Class,CUS-0325,Customer 325,Corporate,Seattle,WA,98101,West,Furniture,Tables,PRD-1817,L-Shape Office Desk,1,0.2,404.44,323.55,10.09
2102,ORD-01700,2022-04-24,2022-04-28,Standard Class,CUS-0387,Customer 387,Consumer,Houston,TX,77001,Central,Technology,Copiers,PRD-3378,Brother MFC-L2750DW,1,0.3,284.4,199.08,19.67
2244,ORD-01748,2022-10-02,2022-10-06,Standard Class,CUS-0175,Customer 175,Consumer,Seattle,WA,98101,West,Office Supplies,Binders,PRD-6231,3-Ring Binder 2in,3,0,7.88,23.64,4.1
1203,ORD-01401,2023-07-15,2023-07-21,Standard Class,CUS-0111,Customer 111,Consumer,Atlanta,GA,30301,South,Technology,Machines,PRD-7823,Dell XPS 15 Laptop,6,0.4,1527.23,5498.03,197.74
1626,ORD-01542,2021-08-19,2021-08-23,Standard Class,CUS-0217,Customer 217,Consumer,Washington,DC,20001,East,Furniture,Tables,PRD-7760,Conference Table 2m,2,0.3,678.3,949.62,-58.38
81,ORD-01027,2023-05-26,2023-05-30,Standard Class,CUS-0208,Customer 208,Corporate,Houston,TX,77001,Central,Furniture,Chairs,PRD-4686,Ergonomic Mesh Chair,2,0,241.19,482.38,89.62
1178,ORD-01392,2023-07-20,2023-07-26,Standard Class,CUS-0278,Customer 278,Consumer,San Francisco,CA,94101,West,Office Supplies,Storage,PRD-5940,Plastic Storage Bin Set,1,0.5,37.37,18.68,-1.27
228,ORD-01076,2022-08-02,2022-08-06,Standard Class,CUS-0288,Customer 288,Home Office,Washington,DC,20001,East,Furniture,Bookcases,PRD-5773,Wooden Bookcase 180cm,4,0.1,200.48,721.73,40.11
7,ORD-01002,2023-06-01,2023-06-08,Standard Class,CUS-0383,Customer 383,Corporate,Las Vegas,NV,89101,West,Furniture,Tables,PRD-5524,Folding Table Portable,4,0,77.73,310.92,-2.6
373,ORD-01124,2021-05-25,2021-05-26,First Class,CUS-0021,Customer 21,Corporate,San Francisco,CA,94101,West,Office Supplies,Fasteners,PRD-7306,Stapler Heavy Duty,1,0.2,23.01,18.41,4.35
